"id","status","sort","name","slug","featured_image","avatar","images","gallery","description","lat","lng","address","city","state","postcode","country","hours","coupons","deals","rating","tags","twitter","facebook","instagram","tumblr","googleplus","type"
"13","2","0","Escapades","escapades/","http://kushy.net/wp-content/uploads/2016/10/vlcsnap-2016-06-25-13h58m06s561.jpg","http://weedporndaily.com/images/weed-leaf2.gif",NULL,NULL,,,,"0","Douglasville",,,,,NULL,NULL,NULL,NULL,,,,,,"Headshop"
"14","2","0","Smokers Expo","smokers-expo/","http://kushy.net/wp-content/uploads/2016/10/vlcsnap-2016-06-25-13h58m06s561.jpg","http://weedporndaily.com/images/weed-leaf2.gif",NULL,NULL,,"40.6406127","-73.6398522","2895","Oceanside","NY","11572","US",,NULL,NULL,NULL,NULL,,,,,,"Headshop"
"15","2","0","2nd Ave Smoke Shop","2nd-ave-smoke-shop/","http://kushy.net/wp-content/uploads/2016/10/vlcsnap-2016-06-25-13h58m06s561.jpg","http://weedporndaily.com/images/weed-leaf2.gif",NULL,NULL,,"40.726987","-73.9890538","91","New York","NY","10003","US",,NULL,NULL,NULL,NULL,,,,,,"Headshop"
"16","2","0","Cigarillos","cigarillos/","http://kushy.net/wp-content/uploads/2016/10/vlcsnap-2016-06-25-13h58m06s561.jpg","http://weedporndaily.com/images/weed-leaf2.gif",NULL,NULL,,"40.7252924","-74.0029192","191","New York","NY","10012","US",,NULL,NULL,NULL,NULL,,,,,,"Headshop"
"17","2","0","Smoked Out Tobacco & Hookah Supplay @ Erics Mini Market","smoked-out-tobacco-hookah-supplay-erics-mini-market/","http://kushy.net/wp-content/uploads/2016/10/vlcsnap-2016-06-25-13h58m06s561.jpg","http://weedporndaily.com/images/weed-leaf2.gif",NULL,NULL,,"40.9388245","-74.184772","464","Haledon","NJ","07508","US",,NULL,NULL,NULL,NULL,,,,,,"Headshop"
"18","2","0","Head to Toe","head-to-toe/","http://kushy.net/wp-content/uploads/2016/10/vlcsnap-2016-06-25-13h58m06s561.jpg","http://weedporndaily.com/images/weed-leaf2.gif",NULL,NULL,,"41.2142118","-73.2122697","3925","Bridgeport","CT","06606","US",,NULL,NULL,NULL,NULL,,,,,,"Headshop"
"19","2","0","Inner Eye Boutique","inner-eye-boutique/","http://kushy.net/wp-content/uploads/2016/10/vlcsnap-2016-06-25-13h58m06s561.jpg","http://weedporndaily.com/images/weed-leaf2.gif",NULL,NULL,,"40.811919","-74.2146731","343","Montclair","NJ","07042","US",,NULL,NULL,NULL,NULL,,,,,,"Headshop"
"20","2","0","Village Sensations","village-sensations/","http://kushy.net/wp-content/uploads/2016/10/vlcsnap-2016-06-25-13h58m06s561.jpg","http://weedporndaily.com/images/weed-leaf2.gif",NULL,NULL,,"41.0930919","-74.012926","111","Nanuet","NY","10954","US",,NULL,NULL,NULL,NULL,,,,,,"Headshop"
"21","2","0","Funny Monk Emporium","funny-monk-emporium/","http://kushy.net/wp-content/uploads/2016/10/vlcsnap-2016-06-25-13h58m06s561.jpg","http://weedporndaily.com/images/weed-leaf2.gif",NULL,NULL,,"40.0266292","-75.2241286","4369","Philadelphia","PA","19127","US",,NULL,NULL,NULL,NULL,,,,,,"Headshop"
"22","2","0","Condoms Galore - Bethlehem","condoms-galore-bethlehem/","http://kushy.net/wp-content/uploads/2016/10/vlcsnap-2016-06-25-13h58m06s561.jpg","http://weedporndaily.com/images/weed-leaf2.gif",NULL,NULL,,,,"0","Bethlehem",,,,,NULL,NULL,NULL,NULL,,,,,,"Headshop"
"23","2","0","Exotic Dreams Underground","exotic-dreams-underground/","http://kushy.net/wp-content/uploads/2016/10/vlcsnap-2016-06-25-13h58m06s561.jpg","http://weedporndaily.com/images/weed-leaf2.gif",NULL,NULL,,"40.63296","-75.470722","781","Whitehall","PA","18052","US",,NULL,NULL,NULL,NULL,,,,,,"Headshop"
"24","2","0","Burn","burn/","http://kushy.net/wp-content/uploads/2016/10/vlcsnap-2016-06-25-13h58m06s561.jpg","http://weedporndaily.com/images/weed-leaf2.gif",NULL,NULL,,,,"0","Wantagh",,,,,NULL,NULL,NULL,NULL,,,,,,"Headshop"
"25","2","0","After Glow Smoke Shop","after-glow-smoke-shop/","http://kushy.net/wp-content/uploads/2016/10/vlcsnap-2016-06-25-13h58m06s561.jpg","http://weedporndaily.com/images/weed-leaf2.gif",NULL,NULL,,,,"0","Kutztown",,,,,NULL,NULL,NULL,NULL,,,,,,"Headshop"
"26","2","0","Likwid","likwid/","http://kushy.net/wp-content/uploads/2016/10/vlcsnap-2016-06-25-13h58m06s561.jpg","http://weedporndaily.com/images/weed-leaf2.gif",NULL,NULL,,"41.7478167","-74.0861668","65","New Paltz","NY","12561","US",,NULL,NULL,NULL,NULL,,,,,,"Headshop"
"27","2","0","Greyboys Tobacco Shop","greyboys-tobacco-shop/","http://kushy.net/wp-content/uploads/2016/10/vlcsnap-2016-06-25-13h58m06s561.jpg","http://weedporndaily.com/images/weed-leaf2.gif",NULL,NULL,,"39.9885466","-75.3112005","2411","Havertown","PA","19083","US",,NULL,NULL,NULL,NULL,,,,,,"Headshop"
"28","2","0","Pipe Down 2","pipe-down-2/","http://kushy.net/wp-content/uploads/2016/10/vlcsnap-2016-06-25-13h58m06s561.jpg","http://weedporndaily.com/images/weed-leaf2.gif",NULL,NULL,,"39.9639236","-74.1827009","911","Toms River","NJ","08753","US",,NULL,NULL,NULL,NULL,,,,,,"Headshop"
"29","2","0","Primal Expressions","primal-expressions/","http://kushy.net/wp-content/uploads/2016/10/vlcsnap-2016-06-25-13h58m06s561.jpg","http://weedporndaily.com/images/weed-leaf2.gif",NULL,NULL,,"40.6221968","-75.3872867","311","Bethlehem","PA","18018","US",,NULL,NULL,NULL,NULL,,,,,,"Headshop"
"30","2","0","Underground Tattoo","underground-tattoo/","http://kushy.net/wp-content/uploads/2016/10/vlcsnap-2016-06-25-13h58m06s561.jpg","http://weedporndaily.com/images/weed-leaf2.gif",NULL,NULL,,"40.7330598","-73.9977977","29","New York","NY","10011","US",,NULL,NULL,NULL,NULL,,,,,,"Headshop"
"31","2","0","Songbirds","songbirds/","http://kushy.net/wp-content/uploads/2016/10/vlcsnap-2016-06-25-13h58m06s561.jpg","http://weedporndaily.com/images/weed-leaf2.gif",NULL,NULL,,"41.6816712","-72.7118904","2551","Newington","CT","06111","US",,NULL,NULL,NULL,NULL,,,,,,"Headshop"
"32","2","0","East Coast Distributors","east-coast-distributors/","http://kushy.net/wp-content/uploads/2016/10/vlcsnap-2016-06-25-13h58m06s561.jpg","http://weedporndaily.com/images/weed-leaf2.gif",NULL,NULL,,"40.6620738","-75.473657","1103","Catasauqua","PA","18032","US",,NULL,NULL,NULL,NULL,,,,,,"Headshop"
"33","2","0","East West","east-west/","http://kushy.net/wp-content/uploads/2016/10/vlcsnap-2016-06-25-13h58m06s561.jpg","http://weedporndaily.com/images/weed-leaf2.gif",NULL,NULL,,"40.7466252","-73.5969112","463","Westbury","NY","11590","US",,NULL,NULL,NULL,NULL,,,,,,"Headshop"
"34","2","0","Wonderland Smoke Shop","wonderland-smoke-shop-2/","http://kushy.net/wp-content/uploads/2016/10/vlcsnap-2016-06-25-13h58m06s561.jpg","http://weedporndaily.com/images/weed-leaf2.gif",NULL,NULL,,"40.2669802","-74.716819","2793","Lawrenceville","NJ","08648","US",,NULL,NULL,NULL,NULL,,,,,,"Headshop"
"35","2","0","Sandmans Tobacco shop","sandmans-tobacco-shop/","http://kushy.net/wp-content/uploads/2016/10/vlcsnap-2016-06-25-13h58m06s561.jpg","http://weedporndaily.com/images/weed-leaf2.gif",NULL,NULL,,"39.8870525","-75.3097089","1042","Prospect Park","PA","19076","US",,NULL,NULL,NULL,NULL,,,,,,"Headshop"
"36","2","0","Giggles In Hyde Park","giggles-in-hyde-park/","http://kushy.net/wp-content/uploads/2016/10/vlcsnap-2016-06-25-13h58m06s561.jpg","http://weedporndaily.com/images/weed-leaf2.gif",NULL,NULL,,,,"0","Hyde Park",,,,,NULL,NULL,NULL,NULL,,,,,,"Headshop"
"37","2","0","Village Cadeau","village-cadeau/","http://kushy.net/wp-content/uploads/2016/10/vlcsnap-2016-06-25-13h58m06s561.jpg","http://weedporndaily.com/images/weed-leaf2.gif",NULL,NULL,,"40.7329269","-74.000497","381","New York","NY","10014","US",,NULL,NULL,NULL,NULL,,,,,,"Headshop"
"38","2","0","Remedy","remedy/","http://kushy.net/wp-content/uploads/2016/10/vlcsnap-2016-06-25-13h58m06s561.jpg","http://weedporndaily.com/images/weed-leaf2.gif",NULL,NULL,,"40.9861296","-75.1912964","528","Stroudsburg","PA","18360","US",,NULL,NULL,NULL,NULL,,,,,,"Headshop"
"39","2","0","Amazing","amazing/","http://kushy.net/wp-content/uploads/2016/10/vlcsnap-2016-06-25-13h58m06s561.jpg","http://weedporndaily.com/images/weed-leaf2.gif",NULL,NULL,,"41.5694021","-72.77166","1919","Meriden","CT","06450","US",,NULL,NULL,NULL,NULL,,,,,,"Headshop"
"40","2","0","Aladdins Smoke Shop","aladdins-smoke-shop/","http://kushy.net/wp-content/uploads/2016/10/vlcsnap-2016-06-25-13h58m06s561.jpg","http://weedporndaily.com/images/weed-leaf2.gif",NULL,NULL,,"41.0584723","-74.0216723","18","Pearl River","NY","10965","US",,NULL,NULL,NULL,NULL,,,,,,"Headshop"
"41","2","0","Aladdins Smoke Shop","aladdins-smoke-shop-2/","http://kushy.net/wp-content/uploads/2016/10/vlcsnap-2016-06-25-13h58m06s561.jpg","http://weedporndaily.com/images/weed-leaf2.gif",NULL,NULL,,"40.8752727","-74.0700046","195","Lodi","NJ","07644","US",,NULL,NULL,NULL,NULL,,,,,,"Headshop"
"42","2","0","Tulip Hookah Cafe","tulip-hookah-cafe/","http://kushy.net/wp-content/uploads/2016/10/vlcsnap-2016-06-25-13h58m06s561.jpg","http://weedporndaily.com/images/weed-leaf2.gif",NULL,NULL,,"40.1760398","-74.9200095","106","Langhorne","PA","19047","US",,NULL,NULL,NULL,NULL,,,,,,"Headshop"
"43","2","0","Cedar Gifts & More Inc","cedar-gifts-more-inc/","http://kushy.net/wp-content/uploads/2016/10/vlcsnap-2016-06-25-13h58m06s561.jpg","http://weedporndaily.com/images/weed-leaf2.gif",NULL,NULL,,"41.015453","-73.8724746","43","Dobbs Ferry","NY","10522","US",,NULL,NULL,NULL,NULL,,,,,,"Headshop"
"44","2","0","Keep It Rollin Smoke Shop","keep-it-rollin-smoke-shop/","http://kushy.net/wp-content/uploads/2016/10/vlcsnap-2016-06-25-13h58m06s561.jpg","http://weedporndaily.com/images/weed-leaf2.gif",NULL,NULL,,"41.6622284","-72.9191379","274","Bristol","CT","06010","US",,NULL,NULL,NULL,NULL,,,,,,"Headshop"
"45","2","0","Rutgers Smoke Shop","rutgers-smoke-shop/","http://kushy.net/wp-content/uploads/2016/10/vlcsnap-2016-06-25-13h58m06s561.jpg","http://weedporndaily.com/images/weed-leaf2.gif",NULL,NULL,,"40.497475","-74.4484756","40","New Brunswick","NJ","08901","US",,NULL,NULL,NULL,NULL,,,,,,"Headshop"
"46","2","0","Lava Smoke Shop","lava-smoke-shop/","http://kushy.net/wp-content/uploads/2016/10/vlcsnap-2016-06-25-13h58m06s561.jpg","http://weedporndaily.com/images/weed-leaf2.gif",NULL,NULL,,"40.8933663","-74.1579342","1019","Paterson","NJ","07503","US",,NULL,NULL,NULL,NULL,,,,,,"Headshop"
"47","2","0","Matchbox","matchbox/","http://kushy.net/wp-content/uploads/2016/10/vlcsnap-2016-06-25-13h58m06s561.jpg","http://weedporndaily.com/images/weed-leaf2.gif",NULL,NULL,,,,"0","Philadelphia",,,,,NULL,NULL,NULL,NULL,,,,,,"Headshop"
"48","2","0","Blue Nile","blue-nile/","http://kushy.net/wp-content/uploads/2016/10/vlcsnap-2016-06-25-13h58m06s561.jpg","http://weedporndaily.com/images/weed-leaf2.gif",NULL,NULL,,"40.7331725","-74.0043032","324","New York","NY","10014","US",,NULL,NULL,NULL,NULL,,,,,,"Headshop"
"49","2","0","Condoms Galore - Stroudsburg","condoms-galore-stroudsburg/","http://kushy.net/wp-content/uploads/2016/10/vlcsnap-2016-06-25-13h58m06s561.jpg","http://weedporndaily.com/images/weed-leaf2.gif",NULL,NULL,,,,"0","Stroudsburg",,,,,NULL,NULL,NULL,NULL,,,,,,"Headshop"
"50","2","0","Headdies","headdies/","http://kushy.net/wp-content/uploads/2016/10/vlcsnap-2016-06-25-13h58m06s561.jpg","http://weedporndaily.com/images/weed-leaf2.gif",NULL,NULL,,"41.4653654","-75.6491805","757","Scranton","PA","18508","US",,NULL,NULL,NULL,NULL,,,,,,"Headshop"
"51","2","0","Frolic @ Creep Records Store","frolic-creep-records-store/","http://kushy.net/wp-content/uploads/2016/10/vlcsnap-2016-06-25-13h58m06s561.jpg","http://weedporndaily.com/images/weed-leaf2.gif",NULL,NULL,,"39.9664438","-75.139576","1050","Philadelphia","PA","19123","US",,NULL,NULL,NULL,NULL,,,,,,"Headshop"
"52","2","0","Smoke Heaven","smoke-heaven/","http://kushy.net/wp-content/uploads/2016/10/vlcsnap-2016-06-25-13h58m06s561.jpg","http://weedporndaily.com/images/weed-leaf2.gif",NULL,NULL,,"40.7331893","-74.0046681","98","New York","NY","10014","US",,NULL,NULL,NULL,NULL,,,,,,"Headshop"
"53","2","0","Hoboken Smoke Shop","hoboken-smoke-shop/","http://kushy.net/wp-content/uploads/2016/10/vlcsnap-2016-06-25-13h58m06s561.jpg","http://weedporndaily.com/images/weed-leaf2.gif",NULL,NULL,,"40.7439886","-74.0291832","614","Hoboken","NJ","07030","US",,NULL,NULL,NULL,NULL,,,,,,"Headshop"
"54","2","0","Village II","village-ii/","http://kushy.net/wp-content/uploads/2016/10/vlcsnap-2016-06-25-13h58m06s561.jpg","http://weedporndaily.com/images/weed-leaf2.gif",NULL,NULL,,"40.7282691","-73.9874901","130","New York","NY","10003","US",,NULL,NULL,NULL,NULL,,,,,,"Headshop"
"55","2","0","Serenity Tobacco And Gift Shop","serenity-tobacco-and-gift-shop/","http://kushy.net/wp-content/uploads/2016/10/vlcsnap-2016-06-25-13h58m06s561.jpg","http://weedporndaily.com/images/weed-leaf2.gif",NULL,NULL,,"40.9951861","-74.3502768","1360","Butler","NJ","07405","US",,NULL,NULL,NULL,NULL,,,,,,"Headshop"
"56","2","0","N N News Smoke Shop","n-n-news-smoke-shop/","http://kushy.net/wp-content/uploads/2016/10/vlcsnap-2016-06-25-13h58m06s561.jpg","http://weedporndaily.com/images/weed-leaf2.gif",NULL,NULL,,"40.7310337","-74.001739","323","New York","NY","10014","US",,NULL,NULL,NULL,NULL,,,,,,"Headshop"
"57","2","0","Flavor","flavor/","http://kushy.net/wp-content/uploads/2016/10/vlcsnap-2016-06-25-13h58m06s561.jpg","http://weedporndaily.com/images/weed-leaf2.gif",NULL,NULL,,"39.9328451","-75.0648416","5301","Pennsauken","NJ","08109","US",,NULL,NULL,NULL,NULL,,,,,,"Headshop"
"58","2","0","Aurora Smoke & Novelties","aurora-smoke-novelties/","http://kushy.net/wp-content/uploads/2016/10/vlcsnap-2016-06-25-13h58m06s561.jpg","http://weedporndaily.com/images/weed-leaf2.gif",NULL,NULL,,,,"0","Melville",,,,,NULL,NULL,NULL,NULL,,,,,,"Headshop"
"59","2","0","Asbury Sparks","asbury-sparks/","http://kushy.net/wp-content/uploads/2016/10/vlcsnap-2016-06-25-13h58m06s561.jpg","http://weedporndaily.com/images/weed-leaf2.gif",NULL,NULL,,,,"0","Asbury Park",,,,,NULL,NULL,NULL,NULL,,,,,,"Headshop"
"60","2","0","Smoke Shop","smoke-shop/","http://kushy.net/wp-content/uploads/2016/10/vlcsnap-2016-06-25-13h58m06s561.jpg","http://weedporndaily.com/images/weed-leaf2.gif",NULL,NULL,,"40.1003819","-74.8732968","212","Bristol","PA","19007","US",,NULL,NULL,NULL,NULL,,,,,,"Headshop"
"61","2","0","Wonderland","wonderland/","http://kushy.net/wp-content/uploads/2016/10/vlcsnap-2016-06-25-13h58m06s561.jpg","http://weedporndaily.com/images/weed-leaf2.gif",NULL,NULL,,"40.2594746","-74.2749419","24","Freehold","NJ","07728","US",,NULL,NULL,NULL,NULL,,,,,,"Headshop"
"62","2","0","Easy Street Gallery","easy-street-gallery/","http://kushy.net/wp-content/uploads/2016/10/vlcsnap-2016-06-25-13h58m06s561.jpg","http://weedporndaily.com/images/weed-leaf2.gif",NULL,NULL,,,,"0","Brooklyn",,,,,NULL,NULL,NULL,NULL,,,,,,"Headshop"
"63","2","0","Hollywood Smokin","hollywood-smokin/","http://kushy.net/wp-content/uploads/2016/10/vlcsnap-2016-06-25-13h58m06s561.jpg","http://weedporndaily.com/images/weed-leaf2.gif",NULL,NULL,,"39.3831772","-74.5561139","801","Northfield","NJ","08225","US",,NULL,NULL,NULL,NULL,,,,,,"Headshop"
"64","2","0","Crystal Clear Glass & Tobacco","crystal-clear-glass-tobacco/","http://kushy.net/wp-content/uploads/2016/10/vlcsnap-2016-06-25-13h58m06s561.jpg","http://weedporndaily.com/images/weed-leaf2.gif",NULL,NULL,,"40.2400532","-75.2808606","127","Lansdale","PA","19446","US",,NULL,NULL,NULL,NULL,,,,,,"Headshop"
"65","2","0","The 420 Emporium","the-420-emporium/","http://kushy.net/wp-content/uploads/2016/10/vlcsnap-2016-06-25-13h58m06s561.jpg","http://weedporndaily.com/images/weed-leaf2.gif",NULL,NULL,,"43.3176671","-76.4140152","105","Fulton","NY","13069","US",,NULL,NULL,NULL,NULL,,,,,,"Headshop"
"66","2","0","Putnams Place","putnams-place/","http://kushy.net/wp-content/uploads/2016/10/vlcsnap-2016-06-25-13h58m06s561.jpg","http://weedporndaily.com/images/weed-leaf2.gif",NULL,NULL,,"41.4036663","-73.4576288","18","Danbury","CT","06810","US",,NULL,NULL,NULL,NULL,,,,,,"Headshop"
"67","2","0","Photo Pro","photo-pro/","http://kushy.net/wp-content/uploads/2016/10/vlcsnap-2016-06-25-13h58m06s561.jpg","http://weedporndaily.com/images/weed-leaf2.gif",NULL,NULL,,"41.0310013","-73.7663006","60","White Plains","NY","10601","US",,NULL,NULL,NULL,NULL,,,,,,"Headshop"
"68","2","0","Amazing Superstore","amazing-superstore/","http://kushy.net/wp-content/uploads/2016/10/vlcsnap-2016-06-25-13h58m06s561.jpg","http://weedporndaily.com/images/weed-leaf2.gif",NULL,NULL,,"41.6859851","-72.938106","167","Bristol","CT","06010","US",,NULL,NULL,NULL,NULL,,,,,,"Headshop"
"69","2","0","Munchies","munchies/","http://kushy.net/wp-content/uploads/2016/10/vlcsnap-2016-06-25-13h58m06s561.jpg","http://weedporndaily.com/images/weed-leaf2.gif",NULL,NULL,,"39.9412762","-75.1474007","250","Philadelphia","PA","19147","US",,NULL,NULL,NULL,NULL,,,,,,"Headshop"
"70","2","0","Long Branch Paradise","long-branch-paradise/","http://kushy.net/wp-content/uploads/2016/10/vlcsnap-2016-06-25-13h58m06s561.jpg","http://weedporndaily.com/images/weed-leaf2.gif",NULL,NULL,,,,"0","Long Branch",,,,,NULL,NULL,NULL,NULL,,,,,,"Headshop"
"71","2","0","J & J Cigars","j-j-cigars/","http://kushy.net/wp-content/uploads/2016/10/vlcsnap-2016-06-25-13h58m06s561.jpg","http://weedporndaily.com/images/weed-leaf2.gif",NULL,NULL,,"39.4351481","-74.5158338","678","Absecon","NJ","08201","US",,NULL,NULL,NULL,NULL,,,,,,"Headshop"
"72","2","0","Not Fade Away","not-fade-away/","http://kushy.net/wp-content/uploads/2016/10/vlcsnap-2016-06-25-13h58m06s561.jpg","http://weedporndaily.com/images/weed-leaf2.gif",NULL,NULL,,"42.0398","-74.1162049","42","Woodstock","NY","12498","US",,NULL,NULL,NULL,NULL,,,,,,"Headshop"
"73","2","0","Wonderland","wonderland-2/","http://kushy.net/wp-content/uploads/2016/10/vlcsnap-2016-06-25-13h58m06s561.jpg","http://weedporndaily.com/images/weed-leaf2.gif",NULL,NULL,,"39.9509144","-75.1750165","2037","Philadelphia","PA","19103","US",,NULL,NULL,NULL,NULL,,,,,,"Headshop"
"74","2","0","Euphoria Psychedelic Gift Shop","euphoria-psychedelic-gift-shop/","http://kushy.net/wp-content/uploads/2016/10/vlcsnap-2016-06-25-13h58m06s561.jpg","http://weedporndaily.com/images/weed-leaf2.gif",NULL,NULL,,"40.670421","-73.5276862","213","Bellmore","NY","11710","US",,NULL,NULL,NULL,NULL,,,,,,"Headshop"
"75","2","0","Goodsense","goodsense/","http://kushy.net/wp-content/uploads/2016/10/vlcsnap-2016-06-25-13h58m06s561.jpg","http://weedporndaily.com/images/weed-leaf2.gif",NULL,NULL,,"40.7328855","-73.9982563","38","New York","NY","10011","US",,NULL,NULL,NULL,NULL,,,,,,"Headshop"
"76","2","0","J Friendlys","j-friendlys/","http://kushy.net/wp-content/uploads/2016/10/vlcsnap-2016-06-25-13h58m06s561.jpg","http://weedporndaily.com/images/weed-leaf2.gif",NULL,NULL,,"40.4944649","-74.4449645","9","New Brunswick","NJ","08901","US",,NULL,NULL,NULL,NULL,,,,,,"Headshop"
"77","2","0","Frolic Of Exton","frolic-of-exton/","http://kushy.net/wp-content/uploads/2016/10/vlcsnap-2016-06-25-13h58m06s561.jpg","http://weedporndaily.com/images/weed-leaf2.gif",NULL,NULL,,"40.0296961","-75.6199611","325","Exton","PA","19341","US",,NULL,NULL,NULL,NULL,,,,,,"Headshop"
"78","2","0","J.R.s Strange Design Smoke Shop","j-r-s-strange-design-smoke-shop/","http://kushy.net/wp-content/uploads/2016/10/vlcsnap-2016-06-25-13h58m06s561.jpg","http://weedporndaily.com/images/weed-leaf2.gif",NULL,NULL,,"39.7566667","-75.0477034","5501","Turnersville","NJ","08012","US",,NULL,NULL,NULL,NULL,,,,,,"Headshop"
"79","2","0","Utopia","utopia-2/","http://kushy.net/wp-content/uploads/2016/10/vlcsnap-2016-06-25-13h58m06s561.jpg","http://weedporndaily.com/images/weed-leaf2.gif",NULL,NULL,,"40.8581254","-73.0969817","2436","Centereach","NY","11720","US",,NULL,NULL,NULL,NULL,,,,,,"Headshop"
"80","2","0","Outrageous Unlimited","outrageous-unlimited/","http://kushy.net/wp-content/uploads/2016/10/vlcsnap-2016-06-25-13h58m06s561.jpg","http://weedporndaily.com/images/weed-leaf2.gif",NULL,NULL,,"40.610224","-75.3801401","106","Bethlehem","PA","18015","US",,NULL,NULL,NULL,NULL,,,,,,"Headshop"
"81","2","0","Horizons","horizons/","http://kushy.net/wp-content/uploads/2016/10/vlcsnap-2016-06-25-13h58m06s561.jpg","http://weedporndaily.com/images/weed-leaf2.gif",NULL,NULL,,"40.8637994","-75.7420792","105","Jim Thorpe","PA","18229","US",,NULL,NULL,NULL,NULL,,,,,,"Headshop"
"82","2","0","Shock n Awe Smoke Shop","shock-n-awe-smoke-shop/","http://kushy.net/wp-content/uploads/2016/10/vlcsnap-2016-06-25-13h58m06s561.jpg","http://weedporndaily.com/images/weed-leaf2.gif",NULL,NULL,,"41.5856259","-73.0506457","1069","Waterbury","CT","06704","US",,NULL,NULL,NULL,NULL,,,,,,"Headshop"
